antecedents,consequents,support,confidence,lift
frozenset({'Star Wars: Episode IV - A New Hope'}),frozenset({'Star Wars: Episode VI - Return of the Jedi'}),0.20689655172413793,0.6268656716417911,2.545074626865672
frozenset({'Star Wars: Episode VI - Return of the Jedi'}),frozenset({'Star Wars: Episode IV - A New Hope'}),0.20689655172413793,0.84,2.545074626865672
frozenset({'Star Wars: Episode V - The Empire Strikes Back'}),frozenset({'Star Wars: Episode VI - Return of the Jedi'}),0.19047619047619047,0.6904761904761905,2.8033333333333332
frozenset({'Star Wars: Episode VI - Return of the Jedi'}),frozenset({'Star Wars: Episode V - The Empire Strikes Back'}),0.19047619047619047,0.7733333333333333,2.8033333333333332
frozenset({'Star Wars: Episode VI - Return of the Jedi'}),"frozenset({'Matrix, The'})",0.16748768472906403,0.6799999999999999,1.8654054054054052
frozenset({'Jurassic Park'}),frozenset({'Forrest Gump'}),0.16091954022988506,0.6758620689655173,1.653012048192771
frozenset({'Saving Private Ryan'}),"frozenset({'Matrix, The'})",0.17733990147783252,0.7659574468085106,2.1012075905692926
frozenset({'Saving Private Ryan'}),frozenset({'Forrest Gump'}),0.14942528735632185,0.6453900709219859,1.5784841493634112
frozenset({'Saving Private Ryan'}),frozenset({'Star Wars: Episode IV - A New Hope'}),0.1412151067323481,0.6099290780141844,1.8479940721922303
frozenset({'Saving Private Ryan'}),"frozenset({'Silence of the Lambs, The'})",0.1412151067323481,0.6099290780141844,1.6508747044917258
frozenset({'Seven (a.k.a. Se7en)'}),"frozenset({'Silence of the Lambs, The'})",0.16748768472906403,0.7285714285714285,1.972
frozenset({'Seven (a.k.a. Se7en)'}),frozenset({'Forrest Gump'}),0.1412151067323481,0.6142857142857143,1.502409638554217
frozenset({'Seven (a.k.a. Se7en)'}),frozenset({'Pulp Fiction'}),0.1839080459770115,0.8,1.9967213114754099
"frozenset({'Fugitive, The'})",frozenset({'Forrest Gump'}),0.13957307060755336,0.6204379562043796,1.517456688066133
frozenset({'Fargo'}),"frozenset({'Silence of the Lambs, The'})",0.1477832512315271,0.6569343065693432,1.778102189781022
frozenset({'Fargo'}),frozenset({'Star Wars: Episode IV - A New Hope'}),0.13628899835796388,0.6058394160583942,1.835603006863493
frozenset({'Fargo'}),frozenset({'Pulp Fiction'}),0.16091954022988506,0.7153284671532847,1.7853894938375015
frozenset({'Back to the Future'}),frozenset({'Star Wars: Episode IV - A New Hope'}),0.13464696223316913,0.6776859504132231,2.053287282595288
frozenset({'Back to the Future'}),frozenset({'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)'}),0.1297208538587849,0.6528925619834711,2.4393347867971404
frozenset({'Back to the Future'}),frozenset({'Star Wars: Episode V - The Empire Strikes Back'}),0.1297208538587849,0.6528925619834711,2.366735537190083
frozenset({'Back to the Future'}),frozenset({'Star Wars: Episode VI - Return of the Jedi'}),0.12315270935960591,0.6198347107438016,2.516528925619834
frozenset({'Back to the Future'}),"frozenset({'Matrix, The'})",0.12151067323481117,0.6115702479338843,1.677685950413223
frozenset({'Gladiator'}),"frozenset({'Matrix, The'})",0.1330049261083744,0.6864406779661016,1.8830737517178193
frozenset({'Alien'}),"frozenset({'Matrix, The'})",0.12479474548440066,0.6909090909090909,1.8953316953316954
frozenset({'Alien'}),"frozenset({'Silence of the Lambs, The'})",0.11658456486042693,0.6454545454545454,1.747030303030303
frozenset({'Alien'}),frozenset({'Star Wars: Episode IV - A New Hope'}),0.11494252873563218,0.6363636363636364,1.9280868385345997
frozenset({'Alien'}),frozenset({'Star Wars: Episode V - The Empire Strikes Back'}),0.11330049261083744,0.6272727272727273,2.2738636363636364
"frozenset({'Princess Bride, The'})",frozenset({'Star Wars: Episode IV - A New Hope'}),0.12643678160919541,0.706422018348624,2.140353279474189
"frozenset({'Princess Bride, The'})",frozenset({'Star Wars: Episode V - The Empire Strikes Back'}),0.11986863711001643,0.6697247706422018,2.427752293577982
"frozenset({'Princess Bride, The'})",frozenset({'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)'}),0.11494252873563218,0.6422018348623852,2.399392131479709
frozenset({'Reservoir Dogs'}),"frozenset({'Matrix, The'})",0.12643678160919541,0.7264150943396227,1.992733299337073
frozenset({'Reservoir Dogs'}),"frozenset({'Usual Suspects, The'})",0.11822660098522167,0.6792452830188679,2.5377937261257086
frozenset({'Reservoir Dogs'}),frozenset({'Fight Club'}),0.11822660098522167,0.6792452830188679,2.310951828818383
frozenset({'Reservoir Dogs'}),"frozenset({'Silence of the Lambs, The'})",0.11494252873563218,0.660377358490566,1.7874213836477988
frozenset({'Reservoir Dogs'}),frozenset({'American Beauty'}),0.11001642036124795,0.6320754716981132,2.5324602780536245
frozenset({'Reservoir Dogs'}),frozenset({'Seven (a.k.a. Se7en)'}),0.10673234811165845,0.6132075471698113,2.667452830188679
frozenset({'Reservoir Dogs'}),frozenset({'Fargo'}),0.10509031198686371,0.6037735849056604,2.683927833631731
frozenset({'Reservoir Dogs'}),frozenset({'Star Wars: Episode IV - A New Hope'}),0.10509031198686371,0.6037735849056604,1.8293438468037173
frozenset({'Reservoir Dogs'}),frozenset({'Pulp Fiction'}),0.14942528735632185,0.8584905660377359,2.1427080111351686
frozenset({'Reservoir Dogs'}),"frozenset({'Godfather, The'})",0.1116584564860427,0.6415094339622641,2.472653451158347
frozenset({'Indiana Jones and the Last Crusade'}),frozenset({'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)'}),0.1444991789819376,0.838095238095238,3.131288343558282
frozenset({'Indiana Jones and the Last Crusade'}),frozenset({'Star Wars: Episode V - The Empire Strikes Back'}),0.13464696223316913,0.780952380952381,2.830952380952381
frozenset({'Indiana Jones and the Last Crusade'}),frozenset({'Star Wars: Episode IV - A New Hope'}),0.13136288998357964,0.7619047619047619,2.308457711442786
frozenset({'Indiana Jones and the Last Crusade'}),"frozenset({'Matrix, The'})",0.11986863711001643,0.6952380952380952,1.907207207207207
frozenset({'Indiana Jones and the Last Crusade'}),frozenset({'Star Wars: Episode VI - Return of the Jedi'}),0.11658456486042693,0.6761904761904761,2.745333333333333
frozenset({'American History X'}),frozenset({'Fight Club'}),0.1330049261083744,0.7788461538461539,2.6498173614095406
frozenset({'American History X'}),"frozenset({'Matrix, The'})",0.11330049261083744,0.6634615384615384,1.8200363825363826
frozenset({'American History X'}),"frozenset({'Silence of the Lambs, The'})",0.1116584564860427,0.6538461538461539,1.7697435897435898
frozenset({'American History X'}),frozenset({'Forrest Gump'}),0.11001642036124795,0.6442307692307692,1.5756487488415198
frozenset({'American History X'}),frozenset({'Pulp Fiction'}),0.13628899835796388,0.798076923076923,1.9919215006305169
frozenset({'American History X'}),"frozenset({'Shawshank Redemption, The'})",0.12315270935960591,0.7211538461538461,1.60285654126895
frozenset({'Goodfellas'}),"frozenset({'Silence of the Lambs, The'})",0.11330049261083744,0.6699029126213593,1.8132038834951458
frozenset({'Goodfellas'}),frozenset({'Fight Club'}),0.10837438423645321,0.6407766990291263,2.1800726799370835
frozenset({'Goodfellas'}),frozenset({'Star Wars: Episode IV - A New Hope'}),0.10673234811165845,0.6310679611650486,1.9120417330821622
frozenset({'Goodfellas'}),frozenset({'Reservoir Dogs'}),0.10509031198686371,0.6213592233009709,3.569884594248031
frozenset({'Reservoir Dogs'}),frozenset({'Goodfellas'}),0.10509031198686371,0.6037735849056604,3.569884594248031
frozenset({'Goodfellas'}),"frozenset({'Usual Suspects, The'})",0.10509031198686371,0.6213592233009709,2.3215200428852225
frozenset({'Goodfellas'}),"frozenset({'Matrix, The'})",0.10509031198686371,0.6213592233009709,1.7045394909472582
frozenset({'Goodfellas'}),frozenset({'Pulp Fiction'}),0.13957307060755336,0.825242718446602,2.0597246538277894
frozenset({'Goodfellas'}),"frozenset({'Godfather, The'})",0.12643678160919541,0.7475728155339807,2.881467371267052
frozenset({'Goodfellas'}),"frozenset({'Shawshank Redemption, The'})",0.11822660098522167,0.6990291262135923,1.5536815250513785
frozenset({'Goodfellas'}),"frozenset({'Godfather: Part II, The'})",0.10180623973727422,0.6019417475728156,3.426004899736866
frozenset({'Dances with Wolves'}),frozenset({'Forrest Gump'}),0.12315270935960591,0.7281553398058254,1.7809100479588258
frozenset({'Dances with Wolves'}),"frozenset({'Silence of the Lambs, The'})",0.10509031198686371,0.6213592233009709,1.681812297734628
frozenset({'Dances with Wolves'}),frozenset({'Pulp Fiction'}),0.10673234811165845,0.6310679611650486,1.575083558809486
frozenset({'Monty Python and the Holy Grail'}),frozenset({'Star Wars: Episode IV - A New Hope'}),0.11494252873563218,0.6930693069306931,2.0998965568198615
frozenset({'Monty Python and the Holy Grail'}),frozenset({'Star Wars: Episode V - The Empire Strikes Back'}),0.10673234811165845,0.6435643564356436,2.332920792079208
frozenset({'Monty Python and the Holy Grail'}),frozenset({'Fargo'}),0.10180623973727422,0.6138613861386139,2.7287706872877067
frozenset({'Monty Python and the Holy Grail'}),frozenset({'Pulp Fiction'}),0.10673234811165845,0.6435643564356436,1.606273332251258
frozenset({'Groundhog Day'}),frozenset({'Star Wars: Episode IV - A New Hope'}),0.10837438423645321,0.6804123711340206,2.0615479304508386
frozenset({'Groundhog Day'}),"frozenset({'Matrix, The'})",0.10837438423645321,0.6804123711340206,1.866536639732516
frozenset({'Groundhog Day'}),frozenset({'Forrest Gump'}),0.10180623973727422,0.6391752577319587,1.5632840640914172
frozenset({'Groundhog Day'}),"frozenset({'Shawshank Redemption, The'})",0.1116584564860427,0.7010309278350516,1.5581307848596584
frozenset({'Groundhog Day'}),frozenset({'Pulp Fiction'}),0.10016420361247948,0.6288659793814433,1.5695876288659794
"frozenset({'Terminator, The'})","frozenset({'Matrix, The'})",0.12315270935960591,0.7978723404255319,2.1887579068430134
"frozenset({'Terminator, The'})",frozenset({'Star Wars: Episode IV - A New Hope'}),0.11330049261083744,0.7340425531914894,2.2240393775801843
"frozenset({'Terminator, The'})",frozenset({'Star Wars: Episode V - The Empire Strikes Back'}),0.1116584564860427,0.7234042553191489,2.6223404255319145
"frozenset({'Terminator, The'})",frozenset({'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)'}),0.10837438423645321,0.7021276595744681,2.6232867771831354
"frozenset({'Terminator, The'})",frozenset({'Saving Private Ryan'}),0.09688013136288999,0.6276595744680852,2.7109551833408787
"frozenset({'Terminator, The'})",frozenset({'Star Wars: Episode VI - Return of the Jedi'}),0.09688013136288999,0.6276595744680852,2.548297872340426
"frozenset({'Terminator, The'})",frozenset({'Terminator 2: Judgment Day'}),0.12151067323481117,0.7872340425531915,3.1961702127659577
"frozenset({'Terminator, The'})",frozenset({'Pulp Fiction'}),0.09523809523809523,0.6170212765957446,1.5400244157656084
"frozenset({'Green Mile, The'})","frozenset({'Matrix, The'})",0.10509031198686371,0.7191011235955056,1.9726692985119951
"frozenset({'Green Mile, The'})",frozenset({'Forrest Gump'}),0.10509031198686371,0.7191011235955056,1.758765398673345
"frozenset({'Green Mile, The'})",frozenset({'Fight Club'}),0.09523809523809523,0.651685393258427,2.2171866172870507
"frozenset({'Green Mile, The'})","frozenset({'Silence of the Lambs, The'})",0.09195402298850575,0.6292134831460675,1.7030711610486895
"frozenset({'Green Mile, The'})","frozenset({'Shawshank Redemption, The'})",0.11986863711001643,0.8202247191011237,1.8230542114327895
"frozenset({'Green Mile, The'})",frozenset({'Pulp Fiction'}),0.090311986863711,0.6179775280898877,1.5424111254374655
"frozenset({'Clockwork Orange, A'})",frozenset({'Fight Club'}),0.09195402298850575,0.6511627906976745,2.2154086007535407
"frozenset({'Clockwork Orange, A'})",frozenset({'American Beauty'}),0.090311986863711,0.6395348837209303,2.56234700122399
"frozenset({'Clockwork Orange, A'})","frozenset({'Matrix, The'})",0.090311986863711,0.6395348837209303,1.7543997485857952
"frozenset({'Clockwork Orange, A'})",frozenset({'Pulp Fiction'}),0.10344827586206896,0.7325581395348837,1.828393061380099
"frozenset({'Clockwork Orange, A'})","frozenset({'Godfather, The'})",0.08702791461412152,0.616279069767442,2.375404768913748
frozenset({'Apocalypse Now'}),frozenset({'Fargo'}),0.09359605911330049,0.7124999999999999,3.167244525547445
frozenset({'Apocalypse Now'}),frozenset({'Reservoir Dogs'}),0.08866995073891626,0.675,3.878066037735849
frozenset({'Apocalypse Now'}),frozenset({'Star Wars: Episode IV - A New Hope'}),0.08702791461412152,0.6625,2.007276119402985
frozenset({'Apocalypse Now'}),frozenset({'Star Wars: Episode V - The Empire Strikes Back'}),0.08045977011494253,0.6124999999999999,2.2203125
frozenset({'Apocalypse Now'}),"frozenset({'Usual Suspects, The'})",0.07881773399014778,0.6,2.241717791411043
frozenset({'Apocalypse Now'}),"frozenset({'Silence of the Lambs, The'})",0.07881773399014778,0.6,1.6239999999999999
frozenset({'Apocalypse Now'}),"frozenset({'Godfather, The'})",0.08702791461412152,0.6625,2.553560126582278
frozenset({'Apocalypse Now'}),frozenset({'Pulp Fiction'}),0.09359605911330049,0.7124999999999999,1.7783299180327867
frozenset({'Full Metal Jacket'}),"frozenset({'Matrix, The'})",0.09195402298850575,0.7088607594936708,1.9445774888812861
frozenset({'Full Metal Jacket'}),frozenset({'Reservoir Dogs'}),0.08702791461412152,0.6708860759493671,3.8544303797468356
frozenset({'Full Metal Jacket'}),frozenset({'Star Wars: Episode IV - A New Hope'}),0.08210180623973727,0.6329113924050632,1.9176270546004155
frozenset({'Full Metal Jacket'}),frozenset({'Forrest Gump'}),0.08210180623973727,0.6329113924050632,1.5479640079304557
frozenset({'Full Metal Jacket'}),frozenset({'Star Wars: Episode V - The Empire Strikes Back'}),0.08045977011494253,0.620253164556962,2.248417721518987
frozenset({'Full Metal Jacket'}),frozenset({'Saving Private Ryan'}),0.07881773399014778,0.6075949367088608,2.624293024508484
frozenset({'Full Metal Jacket'}),frozenset({'Fight Club'}),0.07881773399014778,0.6075949367088608,2.067180538858638
frozenset({'Full Metal Jacket'}),frozenset({'Pulp Fiction'}),0.10016420361247948,0.7721518987341772,1.9272151898734178
frozenset({'Full Metal Jacket'}),"frozenset({'Godfather, The'})",0.07881773399014778,0.6075949367088608,2.3419323826309886
frozenset({'Willy Wonka & the Chocolate Factory'}),frozenset({'Star Wars: Episode IV - A New Hope'}),0.07717569786535304,0.6103896103896104,1.8493894165535958
frozenset({'E.T. the Extra-Terrestrial'}),frozenset({'Star Wars: Episode IV - A New Hope'}),0.08866995073891626,0.7105263157894737,2.1527886881382563
frozenset({'E.T. the Extra-Terrestrial'}),"frozenset({'Matrix, The'})",0.08210180623973727,0.6578947368421052,1.8047652916073966
frozenset({'E.T. the Extra-Terrestrial'}),frozenset({'Star Wars: Episode VI - Return of the Jedi'}),0.08045977011494253,0.6447368421052632,2.6176315789473685
frozenset({'E.T. the Extra-Terrestrial'}),frozenset({'Star Wars: Episode V - The Empire Strikes Back'}),0.08045977011494253,0.6447368421052632,2.337171052631579
frozenset({'E.T. the Extra-Terrestrial'}),frozenset({'Forrest Gump'}),0.07717569786535304,0.618421052631579,1.5125237793278377
frozenset({'E.T. the Extra-Terrestrial'}),frozenset({'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)'}),0.0755336617405583,0.6052631578947368,2.2613819825637713
frozenset({'L.A. Confidential'}),frozenset({'Star Wars: Episode IV - A New Hope'}),0.08045977011494253,0.6805555555555556,2.0619817578772803
frozenset({'L.A. Confidential'}),"frozenset({'Silence of the Lambs, The'})",0.08045977011494253,0.6805555555555556,1.8420370370370371
frozenset({'L.A. Confidential'}),frozenset({'Fargo'}),0.07881773399014778,0.6666666666666667,2.9635036496350367
frozenset({'L.A. Confidential'}),frozenset({'American Beauty'}),0.07717569786535304,0.6527777777777778,2.615405701754386
frozenset({'L.A. Confidential'}),"frozenset({'Matrix, The'})",0.07389162561576355,0.6250000000000001,1.7145270270270274
frozenset({'L.A. Confidential'}),frozenset({'Reservoir Dogs'}),0.0722495894909688,0.611111111111111,3.5110062893081757
frozenset({'L.A. Confidential'}),frozenset({'Pulp Fiction'}),0.07717569786535304,0.6527777777777778,1.62926912568306
frozenset({'L.A. Confidential'}),"frozenset({'Godfather, The'})",0.0755336617405583,0.638888888888889,2.4625527426160336
frozenset({'Office Space'}),frozenset({'Fight Club'}),0.08538587848932677,0.7222222222222223,2.4571694599627567
frozenset({'Office Space'}),"frozenset({'Matrix, The'})",0.08045977011494253,0.6805555555555556,1.8669294294294294
frozenset({'Office Space'}),frozenset({'Forrest Gump'}),0.07389162561576355,0.6250000000000001,1.5286144578313257
frozenset({'Office Space'}),frozenset({'Pulp Fiction'}),0.090311986863711,0.763888888888889,1.906591530054645
frozenset({'X-Men'}),"frozenset({'Matrix, The'})",0.08702791461412152,0.7464788732394367,2.047773125237914
frozenset({'X-Men'}),frozenset({'Star Wars: Episode VI - Return of the Jedi'}),0.0755336617405583,0.647887323943662,2.6304225352112676
frozenset({'X-Men'}),frozenset({'Star Wars: Episode IV - A New Hope'}),0.0755336617405583,0.647887323943662,1.9630018919487073
frozenset({'X-Men'}),frozenset({'Star Wars: Episode V - The Empire Strikes Back'}),0.07389162561576355,0.6338028169014085,2.297535211267606
"frozenset({'Big Lebowski, The'})","frozenset({'Matrix, The'})",0.08374384236453201,0.7285714285714285,1.9986486486486486
"frozenset({'Big Lebowski, The'})",frozenset({'Fight Club'}),0.08210180623973727,0.7142857142857143,2.4301675977653634
"frozenset({'Big Lebowski, The'})",frozenset({'Star Wars: Episode V - The Empire Strikes Back'}),0.08045977011494253,0.7,2.5375
"frozenset({'Big Lebowski, The'})",frozenset({'Star Wars: Episode IV - A New Hope'}),0.07717569786535304,0.6714285714285715,2.0343283582089553
"frozenset({'Big Lebowski, The'})","frozenset({'Silence of the Lambs, The'})",0.0755336617405583,0.6571428571428571,1.7786666666666666
"frozenset({'Big Lebowski, The'})",frozenset({'Forrest Gump'}),0.07389162561576355,0.6428571428571429,1.572289156626506
"frozenset({'Big Lebowski, The'})",frozenset({'American Beauty'}),0.0722495894909688,0.6285714285714286,2.5184210526315787
"frozenset({'Big Lebowski, The'})",frozenset({'Reservoir Dogs'}),0.07060755336617405,0.6142857142857143,3.529245283018868
"frozenset({'Big Lebowski, The'})",frozenset({'Pulp Fiction'}),0.09523809523809523,0.8285714285714285,2.0680327868852455
"frozenset({'Big Lebowski, The'})","frozenset({'Godfather, The'})",0.0755336617405583,0.6571428571428571,2.532911392405063
frozenset({'Being John Malkovich'}),"frozenset({'Matrix, The'})",0.08702791461412152,0.7571428571428572,2.0770270270270275
frozenset({'Being John Malkovich'}),frozenset({'American Beauty'}),0.08045977011494253,0.7,2.8046052631578946
frozenset({'Being John Malkovich'}),frozenset({'Fargo'}),0.07717569786535304,0.6714285714285715,2.9846715328467157
frozenset({'Being John Malkovich'}),frozenset({'Fight Club'}),0.0755336617405583,0.6571428571428571,2.235754189944134
frozenset({'Being John Malkovich'}),frozenset({'Star Wars: Episode IV - A New Hope'}),0.0755336617405583,0.6571428571428571,1.991044776119403
frozenset({'Being John Malkovich'}),"frozenset({'Silence of the Lambs, The'})",0.0722495894909688,0.6285714285714286,1.7013333333333334
frozenset({'Being John Malkovich'}),frozenset({'Groundhog Day'}),0.06896551724137931,0.6,3.7670103092783505
frozenset({'Being John Malkovich'}),"frozenset({'Usual Suspects, The'})",0.06896551724137931,0.6,2.241717791411043
frozenset({'Being John Malkovich'}),frozenset({'Pulp Fiction'}),0.08866995073891626,0.7714285714285715,1.9254098360655738
frozenset({'Being John Malkovich'}),"frozenset({'Godfather, The'})",0.0722495894909688,0.6285714285714286,2.422784810126582
frozenset({'Ghostbusters (a.k.a. Ghost Busters)'}),frozenset({'Star Wars: Episode IV - A New Hope'}),0.08538587848932677,0.7428571428571429,2.250746268656717
frozenset({'Ghostbusters (a.k.a. Ghost Busters)'}),frozenset({'Star Wars: Episode V - The Empire Strikes Back'}),0.08374384236453201,0.7285714285714285,2.6410714285714283
frozenset({'Ghostbusters (a.k.a. Ghost Busters)'}),"frozenset({'Matrix, The'})",0.08210180623973727,0.7142857142857143,1.9594594594594594
frozenset({'Ghostbusters (a.k.a. Ghost Busters)'}),frozenset({'Back to the Future'}),0.08045977011494253,0.7,3.5231404958677683
frozenset({'Ghostbusters (a.k.a. Ghost Busters)'}),frozenset({'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)'}),0.07881773399014778,0.6857142857142857,2.561963190184049
frozenset({'Ghostbusters (a.k.a. Ghost Busters)'}),frozenset({'Star Wars: Episode VI - Return of the Jedi'}),0.07389162561576355,0.6428571428571429,2.6100000000000003
frozenset({'Ghostbusters (a.k.a. Ghost Busters)'}),frozenset({'Indiana Jones and the Last Crusade'}),0.06896551724137931,0.6,3.4799999999999995
frozenset({'Ghostbusters (a.k.a. Ghost Busters)'}),frozenset({'Terminator 2: Judgment Day'}),0.07060755336617405,0.6142857142857143,2.494
frozenset({'Ghostbusters (a.k.a. Ghost Busters)'}),frozenset({'Pulp Fiction'}),0.07060755336617405,0.6142857142857143,1.5331967213114754
frozenset({'Ghostbusters (a.k.a. Ghost Busters)'}),"frozenset({'Godfather, The'})",0.06896551724137931,0.6,2.312658227848101
frozenset({'Heat'}),"frozenset({'Silence of the Lambs, The'})",0.07717569786535304,0.6811594202898551,1.8436714975845412
frozenset({'Heat'}),frozenset({'Braveheart'}),0.06896551724137931,0.6086956521739131,2.2331063383970666
frozenset({'Heat'}),frozenset({'Pulp Fiction'}),0.0755336617405583,0.6666666666666667,1.6639344262295084
"frozenset({'Rock, The'})",frozenset({'Star Wars: Episode IV - A New Hope'}),0.0755336617405583,0.6865671641791045,2.0801960347516153
"frozenset({""Monty Python's Life of Brian""})",frozenset({'Monty Python and the Holy Grail'}),0.08210180623973727,0.8196721311475409,4.942379483850024
"frozenset({""Monty Python's Life of Brian""})",frozenset({'Star Wars: Episode IV - A New Hope'}),0.06896551724137931,0.6885245901639344,2.086126743332518
"frozenset({""Monty Python's Life of Brian""})","frozenset({'Matrix, The'})",0.06896551724137931,0.6885245901639344,1.8887904297740363
"frozenset({""Monty Python's Life of Brian""})",frozenset({'Fight Club'}),0.06732348111658457,0.6721311475409836,2.286747870684129
"frozenset({""Monty Python's Life of Brian""})",frozenset({'Fargo'}),0.06239737274220033,0.6229508196721312,2.769175541462247
"frozenset({""Monty Python's Life of Brian""})",frozenset({'Star Wars: Episode V - The Empire Strikes Back'}),0.06239737274220033,0.6229508196721312,2.2581967213114758
"frozenset({""Monty Python's Life of Brian""})","frozenset({'Silence of the Lambs, The'})",0.06239737274220033,0.6229508196721312,1.686120218579235
"frozenset({""Monty Python's Life of Brian""})",frozenset({'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)'}),0.060755336617405585,0.6065573770491803,2.266217439404606
"frozenset({""Monty Python's Life of Brian""})","frozenset({'Usual Suspects, The'})",0.060755336617405585,0.6065573770491803,2.266217439404606
"frozenset({""Monty Python's Life of Brian""})",frozenset({'Pulp Fiction'}),0.07717569786535304,0.7704918032786885,1.9230717549045955
frozenset({'Clear and Present Danger'}),"frozenset({'Fugitive, The'})",0.07717569786535304,0.810344827586207,3.602189781021898
frozenset({'Clear and Present Danger'}),frozenset({'Forrest Gump'}),0.06732348111658457,0.706896551724138,1.7289156626506026
frozenset({'Clear and Present Danger'}),frozenset({'Braveheart'}),0.059113300492610835,0.6206896551724138,2.2771084337349397
frozenset({'Clear and Present Danger'}),"frozenset({'Silence of the Lambs, The'})",0.059113300492610835,0.6206896551724138,1.6800000000000002
"frozenset({'Wizard of Oz, The'})","frozenset({'Silence of the Lambs, The'})",0.07060755336617405,0.7413793103448276,2.006666666666667
"frozenset({'Wizard of Oz, The'})",frozenset({'Star Wars: Episode IV - A New Hope'}),0.060755336617405585,0.6379310344827587,1.9328358208955225
"frozenset({'Wizard of Oz, The'})","frozenset({'Godfather, The'})",0.060755336617405585,0.6379310344827587,2.458860759493671
frozenset({'Indiana Jones and the Temple of Doom'}),frozenset({'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)'}),0.08374384236453201,0.8947368421052632,3.342912495963836
frozenset({'Indiana Jones and the Temple of Doom'}),frozenset({'Indiana Jones and the Last Crusade'}),0.07389162561576355,0.7894736842105264,4.578947368421053
frozenset({'Indiana Jones and the Temple of Doom'}),frozenset({'Star Wars: Episode V - The Empire Strikes Back'}),0.07389162561576355,0.7894736842105264,2.8618421052631584
frozenset({'Indiana Jones and the Temple of Doom'}),frozenset({'Star Wars: Episode VI - Return of the Jedi'}),0.0722495894909688,0.7719298245614035,3.134035087719298
frozenset({'Indiana Jones and the Temple of Doom'}),frozenset({'Star Wars: Episode IV - A New Hope'}),0.0722495894909688,0.7719298245614035,2.338832155014402
frozenset({'Indiana Jones and the Temple of Doom'}),"frozenset({'Matrix, The'})",0.07060755336617405,0.7543859649122807,2.0694642010431483
